Mod:Item:MetaData, Localized Name
aoa3:tipped_holly_arrow:0, Holly Arrow of swiftness
aoa3:tipped_holly_arrow:0, Holly Arrow of healing
aoa3:tipped_holly_arrow:0, Holly Arrow of healing
aoa3:tipped_holly_arrow:0, Holly Arrow of harming
aoa3:tipped_holly_arrow:0, Holly Arrow of harming
aoa3:tipped_holly_arrow:0, Holly Arrow of poison
aoa3:tipped_holly_arrow:0, Holly Arrow of poison
aoa3:tipped_holly_arrow:0, Holly Arrow of regeneration
aoa3:tipped_holly_arrow:0, Holly Arrow of regeneration
aoa3:tipped_holly_arrow:0, Holly Arrow of strength
aoa3:tipped_holly_arrow:0, Holly Arrow of strength
aoa3:tipped_holly_arrow:0, Holly Arrow of haste
aoa3:tipped_holly_arrow:0, Holly Arrow of haste
aoa3:tipped_holly_arrow:0, Holly Arrow of resistance
aoa3:tipped_holly_arrow:0, Holly Arrow of resistance
aoa3:tipped_holly_arrow:0, Holly Arrow of absorption
aoa3:tipped_holly_arrow:0, Holly Arrow of absorption
aoa3:tipped_holly_arrow:0, Holly Arrow of luck
aoa3:tipped_holly_arrow:0, Holly Arrow of luck
aoa3:tipped_holly_arrow:0, Holly Arrow of unluck
aoa3:tipped_holly_arrow:0, Holly Arrow of unluck
aoa3:tipped_holly_arrow:0, Holly Arrow of wither
aoa3:tipped_holly_arrow:0, Holly Arrow of wither
aoa3:tipped_holly_arrow:0, Holly Arrow of leaping
aoa3:tipped_holly_arrow:0, Holly Arrow of leaping
aoa3:tipped_holly_arrow:0, Holly Arrow of swiftness
aoa3:tipped_holly_arrow:0, Holly Arrow of swiftness
aoa3:tipped_holly_arrow:0, Holly Arrow of poison
aoa3:tipped_holly_arrow:0, Holly Arrow of poison
aoa3:tipped_holly_arrow:0, Holly Arrow of regeneration
aoa3:tipped_holly_arrow:0, Holly Arrow of regeneration
aoa3:tipped_holly_arrow:0, Holly Arrow of strength
aoa3:tipped_holly_arrow:0, Holly Arrow of strength
aoa3:tipped_holly_arrow:0, Holly Arrow of haste
aoa3:tipped_holly_arrow:0, Holly Arrow of haste
aoa3:tipped_holly_arrow:0, Holly Arrow of resistance
aoa3:tipped_holly_arrow:0, Holly Arrow of resistance
aoa3:tipped_holly_arrow:0, Holly Arrow of absorption
aoa3:tipped_holly_arrow:0, Holly Arrow of absorption
aoa3:tipped_holly_arrow:0, Holly Arrow of luck
aoa3:tipped_holly_arrow:0, Holly Arrow of luck
aoa3:tipped_holly_arrow:0, Holly Arrow of unluck
aoa3:tipped_holly_arrow:0, Holly Arrow of unluck
aoa3:tipped_holly_arrow:0, Holly Arrow of wither
aoa3:tipped_holly_arrow:0, Holly Arrow of wither
aoa3:tipped_holly_arrow:0, Holly Arrow of ender
aoa3:tipped_holly_arrow:0, Holly Arrow of snow
aoa3:tipped_holly_arrow:0, Holly Arrow of butter
aoa3:tipped_holly_arrow:0, Holly Arrow of butter2
aoa3:tipped_holly_arrow:0, Holly Arrow of slowfall
aoa3:tipped_holly_arrow:0, Holly Arrow of waterwalk
aoa3:tipped_holly_arrow:0, Holly Arrow of swim
aoa3:tipped_holly_arrow:0, Holly Arrow of swim2
aoa3:tipped_holly_arrow:0, Holly Arrow of bounce
aoa3:tipped_holly_arrow:0, Holly Arrow of frostwalker
aoa3:tipped_holly_arrow:0, Holly Arrow of magnet
aoa3:tipped_holly_arrow:0, Holly Arrow of levitation
aoa3:tipped_holly_arrow:0, Holly Arrow of haste
aoa3:tipped_holly_arrow:0, Holly Arrow of haste2
aoa3:tipped_holly_arrow:0, Holly Arrow of resistance
aoa3:tipped_holly_arrow:0, Holly Arrow of resistance2
aoa3:tipped_holly_arrow:0, Holly Arrow of healthboost
aoa3:tipped_holly_arrow:0, Holly Arrow of luck
aoa3:tipped_holly_arrow:0, Holly Arrow of wither
aoa3:tipped_holly_arrow:0, Holly Arrow of blindness
aoa3:tipped_holly_arrow:0, Holly Arrow of saturation
aoa3:tipped_holly_arrow:0, Holly Arrow of hunger
aoa3:holly_top_petals, 冬青花瓣
aoa3:hot_rod, 烤毛狮肉
aoa3:hydro_stone, 水能宝石
aoa3:ice_crystal, 冰之水晶
aoa3:impure_gold, 掺金
aoa3:incomplete_mecha_archergun, 不完整的机甲弩
aoa3:incomplete_mecha_bow, 不完整的机甲弓
aoa3:incomplete_mecha_cannon, 不完整的机甲加农炮
aoa3:incomplete_mechanical_assault_rifle, 不完整的机械突击步枪
aoa3:incomplete_mecha_staff, 不完整的机甲法杖
aoa3:incomplete_mechyro, 不完整的双管猎枪
aoa3:ambient_infusion_stone, 宁静的注魔石
aoa3:blooming_infusion_stone, 盛开的注魔石
aoa3:glaring_infusion_stone, 耀眼的注魔石
aoa3:gleaming_infusion_stone, 闪烁的注魔石
aoa3:glistening_infusion_stone, 闪耀的注魔石
aoa3:glowing_infusion_stone, 灼热的注魔石
aoa3:radiant_infusion_stone, 照耀的注魔石
aoa3:shining_infusion_stone, 华丽的注魔石
aoa3:amethyst_ingot, 紫晶锭
aoa3:baronyte_ingot, 硫铁钾锭
aoa3:blazium_ingot, 虚空锭
aoa3:elecanium_ingot, 钛锭
aoa3:emberstone_ingot, 余烬石锭
aoa3:ghastly_ingot, 阴森锭
aoa3:ghoulish_ingot, 恐惧锭
aoa3:jade_ingot, 翡翠锭
aoa3:limonite_ingot, 褐铁锭
aoa3:lunar_ingot, 月锭
aoa3:lyon_ingot, 钢铁锭
aoa3:mystite_ingot, 神秘锭
aoa3:rosite_ingot, 硫铜锑锭
aoa3:rusted_iron_ingot, 生锈的铁锭
aoa3:sapphire_ingot, 蓝宝石锭
aoa3:shyregem_ingot, 塞尔瑞宝石锭
aoa3:shyrestone_ingot, 塞尔瑞石锭
aoa3:skeletal_ingot, 骷髅锭
aoa3:varsium_ingot, 镁锭
aoa3:ironback, 铁背鱼
aoa3:ivory, 象牙
aoa3:jungle_thorns, 雨林荆棘
aoa3:limefish, 柠檬鱼
aoa3:lunacrike, 紫薯
aoa3:luna_globe, 卢娜果
aoa3:lunalons, 月花
aoa3:lunarade, 月球咖啡
aoa3:lunarade_mug, 月球咖啡杯
aoa3:magic_marang, 魔法面包果
aoa3:magic_mending_compound, 魔法修复剂
aoa3:magic_mending_solution, 魔法修复液
aoa3:magic_repair_dust, 魔法修复沙
aoa3:mecha_gear, 机甲齿轮
aoa3:mega_rune_fragment_blue, 蓝色超级符文碎片
aoa3:mega_rune_fragment_green, 绿色超级符文碎片
aoa3:mega_rune_fragment_red, 红色超级符文碎片
aoa3:mega_rune_fragment_yellow, 黄色超级符文碎片
aoa3:mega_rune_stone, 超级符文
aoa3:metal_slug, 重铅弹
aoa3:metal_tub, 金属桶
aoa3:millenium_upgrader, 升级装置：千年
aoa3:molten_upgrader, 升级装置：熔融
aoa3:moonstone, 月之沙
aoa3:mud_ball, 泥球
aoa3:natural_tea, 天然茶
aoa3:nature_melon_slice, 天然西瓜
aoa3:nethengeic_callstone, 纳德吉克召唤石
aoa3:nightmare_flakes, 噩梦薄片
aoa3:observing_eye, 观察者之眼
aoa3:old_boot, 旧靴子
aoa3:opteryx_feather, 弹跳鸟羽毛
aoa3:orbulon, 月球宝珠
aoa3:pearl_stripefish, 珍珠条纹鱼
aoa3:peppermint_candy, 薄荷糖
aoa3:petals, 花瓣
aoa3:phantasm, 幻象血液
aoa3:pop_shot, 炸弹碎片
aoa3:ambient_power_stone, 宁静的能量石
aoa3:blooming_power_stone, 盛开的能量石
aoa3:glaring_power_stone, 耀眼的能量石
aoa3:gleaming_power_stone, 闪烁的能量石
aoa3:glistening_power_stone, 闪耀的能量石
aoa3:glowing_power_stone, 灼热的能量石
aoa3:radiant_power_stone, 照耀的能量石
aoa3:shining_power_stone, 华丽的能量石
aoa3:primed_ghoulasm, 浓缩恐惧血液
aoa3:primordial_dust, 原始之尘
aoa3:primordial_skull, 原始头骨
aoa3:progress_coin0, 启动硬币
aoa3:progress_coin1, 通关硬币
aoa3:progress_coin2, 通关硬币
aoa3:progress_coin3, 通关硬币
aoa3:progress_coin4, 通关硬币
aoa3:pure_coral_stone, 纯珊瑚石
aoa3:pure_gold, 纯金
aoa3:pure_rain_stone, 纯雨石
aoa3:pure_water_stone, 纯水石
aoa3:rainbowfish, 彩虹鱼
aoa3:rammerhead_hide, 灰色皮革
aoa3:razorfish, 剃刀鱼
aoa3:abyss_realmstone, 深渊纯宝石
aoa3:ancient_cavern_realmstone, 远古纯宝石
aoa3:barathos_realmstone, 爵士纯宝石
aoa3:borean_realmstone, 暴风纯宝石
aoa3:candyland_realmstone, 糖果纯宝石
aoa3:celeve_realmstone, 玩具纯宝石
aoa3:creeponia_realmstone, 蠕变纯宝石
aoa3:crystevia_realmstone, 晶体纯宝石
aoa3:deeplands_realmstone, 深层纯宝石
aoa3:dustopia_realmstone, 异位纯宝石
aoa3:gardencia_realmstone, 花园纯宝石
aoa3:haven_realmstone, 天堂纯宝石
aoa3:immortallis_realmstone, 不朽纯宝石
aoa3:iromine_realmstone, 黄金纯宝石
aoa3:lelyetia_realmstone, 赫尔维蒂纯宝石
aoa3:lunalus_realmstone, 月球纯宝石
aoa3:mysterium_realmstone, 秘境纯宝石
aoa3:precasia_realmstone, 传说纯宝石
aoa3:shyrelands_realmstone, 塞尔瑞纯宝石
aoa3:vox_ponds_realmstone, 未知纯宝石
aoa3:realm_travel_ticket, 维票
aoa3:return_crystal, 传送水晶
aoa3:rock_bones, 岩骨
aoa3:rocketfish, 箭鱼
aoa3:rosidons, 伊甸果
aoa3:rune_box, 符文箱
aoa3:charged_rune, 电磁符文
aoa3:compass_rune, 定位符文
aoa3:distortion_rune, 扭曲符文
aoa3:energy_rune, 能量符文
aoa3:fire_rune, 火焰符文
aoa3:kinetic_rune, 动能符文
aoa3:life_rune, 生命符文
aoa3:lunar_rune, 月符文
aoa3:poison_rune, 剧毒符文
aoa3:power_rune, 力量符文
aoa3:rune_stone, 符石
aoa3:storm_rune, 暴风符文
aoa3:strike_rune, 杀戮符文
aoa3:unpowered_rune, 未充能的符文
aoa3:water_rune, 水符文
aoa3:wind_rune, 风符文
aoa3:wither_rune, 凋灵符文
aoa3:runic_energy, 符文能量
aoa3:runium_chunk, 符文块
aoa3:sailback, 帆背鱼
aoa3:sapphire_strider, 蔚蓝条纹鱼
aoa3:scream_shield, 尖叫之盾
aoa3:bubble_berry_seeds, 泡沫浆果种子
aoa3:chilli_seeds, 辣椒种子
aoa3:eye_bulb_seeds, 眼球之种
aoa3:floracle_seeds, 粉花种子
aoa3:goldicap_seeds, 金果种子
aoa3:mystic_shroom_seeds, 神秘菇种
aoa3:heart_fruit_seeds, 心果种子
aoa3:holly_top_seeds, 冬青种子
aoa3:lunacrike_seeds, 紫薯种子
aoa3:luna_globe_seeds, 卢娜种子
aoa3:lunalon_seeds, 月花种子
aoa3:magic_marang_seeds, 魔法面包果种子
aoa3:rosidon_seeds, 伊甸果种子
aoa3:tea_seeds, 茶籽
aoa3:thorny_plant_seeds, 荆棘花种子
aoa3:trilliad_seeds, 蓝花种子
aoa3:shiny_box, 闪亮的盒子
aoa3:shroom_stone, 蘑菇石
aoa3:silvro_coin, 纯银硬币
aoa3:giant_skill_crystal, 技能水晶（巨大）
aoa3:large_skill_crystal, 技能水晶（大）
aoa3:medium_skill_crystal, 技能水晶（中）
aoa3:small_skill_crystal, 技能水晶（小）
aoa3:alluricorn_slab, 神马召唤板
aoa3:blissard_slab, 白精灵召唤板
aoa3:compeer_slab, 背甲怪召唤板
aoa3:construct_of_servility_slab, 奴役概念晶体
aoa3:corby_slab, 库比召唤板
aoa3:craggy_slab, 红精灵召唤板
aoa3:draggy_slab, 粉精灵召唤板
aoa3:ender_carrier_slab, 末影牛召唤板
aoa3:gnawer_slab, 吸食者召唤板
aoa3:goofer_slab, 施法者召唤板
aoa3:healing_golem_slab, 治疗傀儡召唤板
aoa3:hellquin_slab, 下界企鹅召唤板
aoa3:horntail_slab, 稻草人召唤板
aoa3:mecha_cyclops_slab, 机甲独眼巨人召唤板
aoa3:mecha_skellox_slab, 机甲独眼兽召唤板
aoa3:penguin_slab, 企鹅召唤板
aoa3:plateosaur_slab, 独角怪召唤板
aoa3:rammerhorn_slab, 锤角怪召唤板
aoa3:shaddy_slab, 黑精灵召唤板
aoa3:spikeback_slab, 虚无尖锋召唤板
aoa3:spraggy_slab, 绿精灵召唤板
aoa3:waggy_slab, 蓝精灵召唤板
aoa3:sludge_parasite, 污泥寄生虫
aoa3:small_blue_petal, 小的蓝花瓣
aoa3:small_green_petal, 小的绿花瓣
aoa3:small_orange_petal, 小的橙花瓣
aoa3:small_purple_petal, 小的紫花瓣
aoa3:small_red_petal, 小的红花瓣
aoa3:soulbone, 魂骨
aoa3:sour_candy, 酸糖果
aoa3:sour_gummy, 酸软糖
aoa3:sour_pop, 酸糖
aoa3:spearmint_candy, 留兰香糖
aoa3:spreadshot, 霰弹
aoa3:staring_eye, 凝视之眼
aoa3:stone_bowl, 石碗
aoa3:blue_strange_stone, 奇怪的蓝色石头
aoa3:white_strange_stone, 奇怪的白色石头
aoa3:yellow_strange_stone, 奇怪的黄色石头
aoa3:tea, 茶
aoa3:tea_shreddings, 茶叶
aoa3:thorny_petals, 荆棘花瓣
aoa3:abyss_tokens, 深渊代币
aoa3:baron_tokens, 爵士代币
aoa3:borean_tokens, 暴风代币
aoa3:candyland_tokens, 糖果代币
aoa3:celeve_tokens, 玩具代币
aoa3:creeponia_tokens, 蠕变代币
aoa3:crystevia_tokens, 晶体代币
aoa3:deeplands_tokens, 深层代币
aoa3:dungeon_tokens, 地牢令牌
aoa3:dustopia_tokens, 异位代币
aoa3:gardencia_tokens, 花园代币
aoa3:greckon_tokens, 格瑞克代币
aoa3:haven_tokens, 天堂代币
aoa3:iromine_tokens, 黄金代币
aoa3:lelyetia_tokens, 赫尔维蒂代币
aoa3:lunar_tokens, 月球代币
aoa3:mysterium_tokens, 秘境代币
aoa3:nether_tokens, 下界代币
aoa3:precasian_tokens, 传说代币
aoa3:runandor_tokens, 融化代币
aoa3:shyrelands_tokens, 塞尔瑞代币
aoa3:vox_ponds_tokens, 未知代币
aoa3:abominator_totem, 厌恶者图腾
aoa3:ancient_bow_totem, 远古之弓图腾
aoa3:animal_blaster_totem, 动物爆破者图腾
aoa3:aquatic_staff_totem, 水能法杖图腾
aoa3:baron_ssr_totem, 爵士SSR图腾
aoa3:baron_staff_totem, 爵士法杖图腾
aoa3:bayonette_sr_totem, 刺刀SR图腾
aoa3:bloodfury_totem, 血之怒图腾
aoa3:boom_boom_totem, 天启爆炸图腾
aoa3:creepoid_greatblade_totem, 蠕变巨剑图腾
aoa3:crystal_maul_totem, 水晶槌图腾
aoa3:crystaneer_totem, 水晶狙击图腾
aoa3:daybreaker_totem, 破晓图腾
aoa3:explochron_sword_totem, 爆破剑图腾
aoa3:flaming_fury_totem, 熊熊怒火图腾
aoa3:flowercorne_totem, 花角图腾
aoa3:froster_totem, 冻结图腾
aoa3:giga_cannon_totem, 千兆加农图腾
aoa3:goofy_greatblade_totem, 愚弄巨剑图腾
aoa3:haunters_rifle_totem, 幽魂枪图腾
aoa3:luna_blaster_totem, 卢娜冲击波图腾
aoa3:mecha_blaster_totem, 机械冲击波图腾
aoa3:mint_magnum_totem, 薄荷枪图腾
aoa3:noxious_greatblade_totem, 剧毒巨剑图腾
aoa3:predatious_bow_totem, 自然弓图腾
aoa3:pulsator_totem, 震动器图腾
aoa3:purple_punisher_totem, 紫色惩罚者图腾
aoa3:rosidian_archergun_totem, 伊恩弩图腾
aoa3:royal_greatblade_totem, 皇家巨剑图腾
aoa3:sky_staff_totem, 天空法杖图腾
aoa3:soul_bone_totem, 魂骨图腾
aoa3:soulfire_bow_totem, 魂焰之弓图腾
aoa3:sound_cannon_totem, 声波加农图腾
aoa3:swarmotron_totem, 杀人蜂图腾
aoa3:terminator_totem, 终结者图腾
aoa3:tidal_greatblade_totem, 潮汐巨剑图腾
aoa3:viper1_totem, 蝰蛇-1图腾
aoa3:viral_archergun_totem, 病毒弩图腾
aoa3:wart_gun_totem, 下界疣枪图腾
aoa3:whimsy_winder_totem, Whimsy Winder Totem
aoa3:wizard_staff_totem, 巫师法杖图腾
aoa3:toxic_lump, 毒素肿块
aoa3:toy_gyrocopter, 玩具飞机
aoa3:treasure_box, 宝藏箱
aoa3:treat_bag, 零食袋
aoa3:trilliad_leaves, 蓝花叶子
aoa3:troll_idol, 巨怪人偶
aoa3:troll_skull, 巨怪头骨
aoa3:turquoise_stripefish, 绿松条纹鱼
aoa3:uncharged_orb, 不带电的球
aoa3:uncharged_stone, 不带电的石头
aoa3:abyssal_upgrade_kit, 升级包：深渊
aoa3:ancient_upgrade_kit, 升级包：远古
aoa3:apoco_upgrade_kit, 升级包：末世
aoa3:clown_upgrade_kit, 升级包：小丑
aoa3:darkly_upgrade_kit, 升级包：暗黑
aoa3:floro_upgrade_kit, 升级包：花
aoa3:golden_upgrade_kit, 升级包：黄金
aoa3:haunted_upgrade_kit, 升级包：颅骨
aoa3:lelyetian_upgrade_kit, 升级包：蜂巢
aoa3:light_upgrade_kit, 升级包：闪耀
aoa3:lunar_upgrade_kit, 升级包：月球
aoa3:nether_upgrade_kit, 升级包：下界
aoa3:precasian_upgrade_kit, 升级包：传说
aoa3:predator_upgrade_kit, 升级包：掠夺者
aoa3:rocky_upgrade_kit, 升级包：岩石
aoa3:runic_upgrade_kit, 升级包：符文
aoa3:seaside_upgrade_kit, 升级包：海洋
aoa3:smiley_upgrade_kit, 升级包：玩具
aoa3:urka_hide, 黑色皮革
aoa3:ursa_meat, 熟熊肉
aoa3:raw_ursa_meat, 生熊肉
aoa3:vile_stone, 邪恶石
aoa3:violet_skipper, 紫鱼
aoa3:voliant_heart, 天界轰炸机之心
aoa3:vulcane_augment_battle, 强化：战斗
aoa3:vulcane_augment_equality, 强化：生命
aoa3:vulcane_augment_fire, 强化：火焰
aoa3:vulcane_augment_impairment, 强化：仇恨
aoa3:vulcane_augment_poison, 强化：剧毒
aoa3:vulcane_augment_power, 强化：力量
aoa3:vulcane_augment_wither, 强化：凋灵
aoa3:warlock_gem, 术士宝石
aoa3:waterlogged_aqua_cannon, 浸水的水炮
aoa3:waterlogged_coral_archergun, 浸水的珊瑚弩
aoa3:waterlogged_coral_cannon, 浸水的珊瑚炮
aoa3:waterlogged_coral_clogger, 浸水的珊瑚枪
aoa3:waterlogged_reefer, 浸水的冰冻枪
aoa3:weapon_parts, 武器零件
aoa3:weapons_case, 武器箱
aoa3:whitewashing_solution, 灰色浸染材料
aoa3:worn_book, 旧书
aoa3:zhinx_dust, 间线尘
aoa3:alacrity_boots, 敏捷靴子
aoa3:alacrity_legs, 敏捷护腿
aoa3:alacrity_chestplate, 敏捷胸甲
aoa3:alacrity_helmet, 敏捷头盔
aoa3:alchemy_chestplate, 炼金胸甲
aoa3:alchemy_boots, 炼金靴子
aoa3:alchemy_helmet, 炼金头盔
aoa3:alchemy_legs, 炼金护腿
aoa3:amethind_chestplate, 紫晶胸甲
aoa3:amethind_boots, 紫晶靴子
aoa3:amethind_helmet, 紫晶头盔
aoa3:amethind_legs, 紫晶护腿
aoa3:anima_chestplate, 灵魂胸甲
aoa3:anima_boots, 灵魂靴子
aoa3:anima_helmet, 灵魂头盔
aoa3:anima_legs, 灵魂护腿
aoa3:archaic_chestplate, 古代胸甲
aoa3:archaic_boots, 古代靴子
aoa3:archaic_helmet, 古代头盔
aoa3:archaic_legs, 古代护腿
aoa3:augury_chestplate, 预兆胸甲
aoa3:augury_boots, 预兆靴子
aoa3:augury_helmet, 预兆头盔
aoa3:augury_legs, 预兆护腿
aoa3:baron_chestplate, 爵士胸甲
aoa3:baron_boots, 爵士靴子
aoa3:baron_helmet, 爵士头盔
aoa3:baron_legs, 爵士护腿
aoa3:battleborn_chestplate, 复仇胸甲
aoa3:battleborn_boots, 复仇靴子
aoa3:battleborn_helmet, 复仇头盔
aoa3:battleborn_legs, 复仇护腿
aoa3:biogenic_chestplate, 生命之力胸甲
aoa3:biogenic_boots, 生命之力靴子
aoa3:biogenic_helmet, 生命之力头盔
aoa3:biogenic_legs, 生命之力护腿
aoa3:boreic_chestplate, 命运胸甲
aoa3:boreic_boots, 命运靴子
aoa3:boreic_helmet, 命运头盔
aoa3:boreic_legs, 命运护腿
aoa3:butchery_chestplate, 嗜血胸甲
aoa3:butchery_boots, 嗜血靴子
aoa3:butchery_helmet, 嗜血头盔
aoa3:butchery_legs, Butchery Leggings
aoa3:candy_chestplate, 糖果胸甲
aoa3:candy_boots, 糖果靴子
aoa3:candy_helmet, 糖果头盔
aoa3:candy_legs, 糖果护腿
aoa3:commander_chestplate, 指挥官胸甲
aoa3:commander_boots, 指挥官靴子
aoa3:commander_helmet, 指挥官头盔
aoa3:commander_legs, 指挥官护腿
aoa3:creation_chestplate, 召唤胸甲
aoa3:creation_boots, 召唤靴子
aoa3:creation_helmet, 召唤头盔
aoa3:creation_legs, 召唤护腿
aoa3:crystallis_chestplate, 微晶胸甲
aoa3:crystallis_boots, 微晶靴子
aoa3:crystallis_helmet, 微晶头盔
aoa3:crystallis_legs, 微晶护腿
aoa3:elecanyte_chestplate, 能量胸甲
aoa3:elecanyte_boots, 能量靴子
aoa3:elecanyte_helmet, 能量头盔
aoa3:elecanyte_legs, 能量护腿
aoa3:embrodium_chestplate, 余烬胸甲
aoa3:embrodium_boots, 余烬靴子
aoa3:embrodium_helmet, 余烬头盔
aoa3:embrodium_legs, 余烬护腿
aoa3:engineering_chestplate, 建造胸甲
aoa3:engineering_boots, 建造靴子
aoa3:engineering_helmet, 建造头盔
aoa3:engineering_legs, 建造护腿
aoa3:exoplate_chestplate, 骨化胸甲
aoa3:exoplate_boots, 骨化靴子
aoa3:exoplate_helmet, 骨化头盔
aoa3:exoplate_legs, 骨化护腿
aoa3:expedition_chestplate, 远征胸甲
aoa3:expedition_boots, 远征靴子
aoa3:expedition_helmet, 远征头盔
aoa3:expedition_legs, 远征护腿
aoa3:explosive_boots, 爆裂靴子
aoa3:explosive_legs, 爆裂护腿
aoa3:explosive_chestplate, 爆裂胸甲
aoa3:explosive_helmet, 爆裂头盔
aoa3:extraction_boots, 精炼靴子
aoa3:extraction_legs, 精炼护腿
aoa3:extraction_chestplate, 精炼胸甲
aoa3:extraction_helmet, 精炼头盔
aoa3:foraging_boots, 采掘靴子
aoa3:foraging_legs, 采掘护腿
aoa3:foraging_chestplate, 采掘胸甲
aoa3:foraging_helmet, 采掘头盔
aoa3:fungal_boots, 真菌靴子
aoa3:fungal_legs, 真菌护腿
aoa3:fungal_chestplate, 真菌胸甲
aoa3:fungal_helmet, 真菌头盔
aoa3:ghastly_boots, 阴森靴子
aoa3:ghastly_legs, 阴森护腿
aoa3:ghastly_chestplate, 阴森胸甲
aoa3:ghastly_helmet, 阴森头盔
aoa3:ghoulish_boots, 恐惧靴子
aoa3:ghoulish_legs, 恐惧护腿
aoa3:ghoulish_chestplate, 恐惧胸甲
aoa3:ghoulish_helmet, 恐惧头盔
aoa3:hauling_boots, 垂钓靴子
aoa3:hauling_legs, 垂钓护腿
aoa3:hauling_chestplate, 垂钓胸甲
aoa3:hauling_helmet, 垂钓头盔
aoa3:hazmat_boots, 危险靴子
aoa3:hazmat_legs, 危险护腿
aoa3:hazmat_chestplate, 危险胸甲
aoa3:hazmat_helmet, 危险头盔
aoa3:hunter_boots, 狩猎靴子
aoa3:hunter_legs, 狩猎护腿
aoa3:hunter_chestplate, 狩猎胸甲
aoa3:hunter_helmet, 狩猎头盔
aoa3:hydrangic_boots, 水能靴子
aoa3:hydrangic_legs, 水能护腿
aoa3:hydrangic_chestplate, 水能胸甲
aoa3:hydrangic_helmet, 水能头盔
aoa3:hydroplate_boots, 水佑靴子
aoa3:hydroplate_legs, 水佑护腿
aoa3:hydroplate_chestplate, 水佑胸甲
aoa3:hydroplate_helmet, 水佑头盔
aoa3:ice_boots, 冰之靴子
aoa3:ice_legs, 冰之护腿
aoa3:ice_chestplate, 冰之胸甲
aoa3:ice_helmet, 冰之头盔
aoa3:infernal_boots, 下界靴子
aoa3:infernal_legs, 下界护腿
aoa3:infernal_chestplate, 下界胸甲
aoa3:infernal_helmet, 下界头盔
aoa3:infusion_boots, 注魔靴子
aoa3:infusion_legs, 注魔护腿
aoa3:infusion_chestplate, 注魔胸甲
aoa3:infusion_helmet, 注魔头盔
aoa3:innervation_boots, 支配靴子
aoa3:innervation_legs, 支配护腿
aoa3:innervation_chestplate, 支配胸甲
aoa3:innervation_helmet, 支配头盔
aoa3:knight_boots, 骑士靴子
aoa3:knight_legs, 骑士护腿
aoa3:knight_chestplate, 骑士胸甲
aoa3:knight_helmet, 骑士头盔
aoa3:logging_boots, 砍伐靴子
aoa3:logging_legs, 砍伐护腿
aoa3:logging_chestplate, 砍伐胸甲
aoa3:logging_helmet, 砍伐头盔
aoa3:lunar_boots, 月球靴子
aoa3:lunar_legs, 月球护腿
aoa3:lunar_chestplate, 月球胸甲
aoa3:lunar_helmet, 月球头盔
aoa3:lyndamyte_boots, 褐铁靴子
aoa3:lyndamyte_legs, 褐铁护腿
aoa3:lyndamyte_chestplate, 褐铁胸甲
aoa3:lyndamyte_helmet, 褐铁头盔
aoa3:lyonic_boots, 愤怒靴子
aoa3:lyonic_legs, 愤怒护腿
aoa3:lyonic_chestplate, 愤怒胸甲
aoa3:lyonic_helmet, 愤怒头盔
aoa3:mercurial_boots, 水银靴子
aoa3:mercurial_legs, 水银护腿
aoa3:mercurial_chestplate, 水银胸甲
aoa3:mercurial_helmet, 水银头盔
aoa3:necro_boots, 死灵靴子
aoa3:necro_legs, 死灵护腿
aoa3:necro_chestplate, 死灵胸甲
aoa3:necro_helmet, 死灵头盔
aoa3:nethengeic_boots, 纳德吉克靴子
aoa3:nethengeic_legs, 纳德吉克护腿
aoa3:nethengeic_chestplate, 纳德吉克胸甲
aoa3:nethengeic_helmet, 纳德吉克头盔
aoa3:nightmare_boots, 噩梦靴子
aoa3:nightmare_legs, 噩梦护腿
aoa3:nightmare_chestplate, 噩梦胸甲
aoa3:nightmare_helmet, 噩梦头盔
aoa3:omni_boots, 爆破靴子
aoa3:omni_legs, 爆破护腿
aoa3:omni_chestplate, 爆破胸甲
aoa3:omni_helmet, 爆破头盔
aoa3:phantasm_boots, 幻象靴子
aoa3:phantasm_legs, 幻象护腿
aoa3:phantasm_chestplate, 幻象胸甲
aoa3:phantasm_helmet, 幻象头盔
aoa3:poison_boots, 剧毒靴子
aoa3:poison_legs, 剧毒护腿
aoa3:poison_chestplate, 剧毒胸甲
aoa3:poison_helmet, 剧毒头盔
aoa3:predatious_boots, 自然靴子
aoa3:predatious_legs, 自然护腿
aoa3:predatious_chestplate, 自然胸甲
aoa3:predatious_helmet, 自然头盔
aoa3:primordial_boots, 原始靴子
aoa3:primordial_legs, 原始护腿
aoa3:primordial_chestplate, 原始胸甲
aoa3:primordial_helmet, 原始头盔
aoa3:purity_boots, 纯净靴子
aoa3:purity_legs, 纯净护腿
aoa3:purity_chestplate, 纯净胸甲
aoa3:purity_helmet, 纯净头盔
aoa3:rockbone_boots, 岩骨靴子
aoa3:rockbone_legs, 岩骨护腿
aoa3:rockbone_chestplate, 岩骨胸甲
aoa3:rockbone_helmet, 岩骨头盔
aoa3:rosidian_boots, 伊恩靴子
aoa3:rosidian_legs, 伊恩护腿
aoa3:rosidian_chestplate, 伊恩胸甲
aoa3:rosidian_helmet, 伊恩头盔
aoa3:runation_boots, 魔力靴子
aoa3:runation_legs, 魔力护腿
aoa3:runation_chestplate, 魔力胸甲
aoa3:runation_helmet, 魔力头盔
aoa3:runic_boots, 符文靴子
aoa3:runic_legs, Runic Leggings
aoa3:runic_chestplate, 符文胸甲
aoa3:runic_helmet, 符文头盔
